Metric,DAD_mean,DAD_95CI_low,DAD_95CI_high,MPNN_mean,MPNN_95CI_low,MPNN_95CI_high,Diff_95CI_low,Diff_95CI_high,Wilcoxon_p
Final MOCU (lower better),0.26760770776317516,0.18606458792202293,0.34891648164149747,0.28477761404868734,0.20102995939990337,0.3635028121426788,-0.03690845842470207,0.000762593170752987,0.10539817810058594
AUC(MOCU) (lower better),0.8193748192597425,0.6345918752851608,1.0044760211680697,0.8727523181286305,0.6633674390534371,1.0692086903551954,-0.11205345283507366,0.00780277452335783,0.09730720520019531
